,국가코드,DB종류,특허/실용 구분,문헌종류 코드,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인,출원인 국적,출원인 수,출원인 대표명화 코드,출원인 대표명화 영문명,발명자/고안자,우선권 번호,우선권 국가,우선권 주장일,국제 공개번호,국제 공개일,Original CPC Main,Original CPC All,Original IPC Main,Original IPC All,Original US Class Main[US],Original US Class All[US],WIPS ON key,유효특허 여부
10,US,US,P,1,"Detection, Monitoring, and Management of Gas Presence, Gas Flow and Gas Leaks in Composites Manufacturing","Porosity causing gas-based defects are detected, located, identified, and/or characterized by the use of defect information generated from gas flow data corresponding to gas flow characteristics measured by one or more sensors on a composite part processing piece such as a mould or membrane used during a composite manufacturing process. The defect information is generated using techniques including one or more of profiling the gas flow data, fingerprinting, line leak detection, analytical triangulation.","1. A process for manufacturing a composite part, wherein during said process said part is engaged by a gas impermeable part-processing piece chosen from at least one of the group comprising: an upper mould, a lower mould, a rigid or semi-rigid caul plate, a membrane, a vacuum bag, a bladder, wherein said part processing piece has opposite inner and outer surfaces, wherein said membrane is either: (i) a vacuum bag so as to define a flexible non-compartmentalized single volume containing or covering the part and wherein said process is a vacuum process which includes evacuating said single volume to low pressure; or, (ii) a bladder so as to define a flexible non-compartmentalized single volume contained in or covered by said part and wherein said process is a pressurization process which includes pressurizing said volume, a method of identifying a porosity-causing gas-based defect, wherein said gas based defect includes one or more defects from the group comprising:a) previously entrapped gas entrapped in the part or in said volume between said part and said part-processing piece,b) gas generated during a process cycle of said manufacturing of said part due to moisture off-gassing or volatile evolution due to the chemical changes in said part during a curing of said part,c) at least one gas leak, and wherein, said part-processing piece and at least one gas conduit are provided, said at least one gas conduit cooperating in fluid communication with said part-processing piece for flow of gas through said part-processing piece,and wherein said part-processing piece is mounted so as to engage the part,and wherein at least one sensor is mounted in cooperation with said part-processing piece,and wherein, when said at least one sensor is a plurality of sensors, said sensors are mounted in spaced apart array relative to said part-processing piece,and wherein said sensors are in fluid communication with said volume between the part and said part-processing piece,and wherein said at least one sensor is adapted to detect and measure at least one characteristic of a gas flow as a result of said gas-based defect, wherein said at least one characteristic of said gas flow includes one or more characteristics from the group comprising: mass flow rate, temperature, pressure, moisture content,the process comprising: d) evacuating said volume or pressurizing said volume during said vacuum process or said pressurization process, respectively,e) detecting and measuring said at least one characteristic of said gas flow by said at least one sensor at least during said evacuating or pressurizing of said volume,f) generating gas flow data corresponding to said detecting and measuring of said at least one characteristic of said gas flow,g) computing defect information corresponding to at least said gas based defect from said gas flow data by computing said defect information according to at least one computation technique chosen from the group comprising: a profile over time of said gas flow data, gas flow rate profile, gas evacuation profile, gas pressurization profile, gas flow volume, fingerprinting, analytical triangulation, gas flow versus pressure, moisture versus pressure, flow rate versus temperature, moisture versus temperature, flow rate versus rate of pressure change.",58,965,20130619,20140061962,20140306,0,0,Convergent Manufacturing Technologies Inc.,nan,1,nan,nan,Malcolm David  Lane | Anoshiravan  Poursartip | Goran  Fernlund | Anthony Michael  Floyd | David Andrew  Van Ee | Morgan Edwin John  Hibbert,302,nan,nan,0,nan,B29C-0066/90,B29C-0066/90 | G01M-0003/04,B29C,B29C|G01M,264/040.3,264/040.3 | 073/040.5R,5414010000000.0,0.0
11,US,US,P,1,METHOD OF STRESS RELIEF IN ANTI-REFLECTIVE COATED CAP WAFERS FOR WAFER LEVEL PACKAGED INFRARED FOCAL PLANE ARRAYS,Methods for reducing wafer bow induced by an anti-reflective coating of a cap wafer are provided. The method may utilize a shadow mask having at least one opening therein that is positioned opposite recessed regions in a cap wafer. The method may further include depositing at least one layer of an anti-reflective coating material through the shadow mask onto a planar side of a cap wafer to provide a discontinuous coating on the planar side.,"1. A method of reducing wafer bow induced by an anti-reflective coating on a cap wafer, the method comprising: providing the cap wafer having a planar side and an opposing cavity side, the cavity side including at least one recessed region and a dividing region on either side of the at least one recessed region;positioning a first shadow mask having at least one opening therein over the planar side of the cap wafer;aligning the first shadow mask such that the at least one opening is positioned opposite the at least one recessed region; anddepositing at least one layer of an anti-reflective coating material through the first shadow mask onto the planar side of the cap wafer to provide a discontinuous coating on the planar side.",14,938,20121129,20140053966,20140227,0,0,Raytheon Company,US,1,UN000570,RAYTHEON CO,Roland W.  Gooch | Buu Q.  Diep | Stephen H.  Black | Thomas A.  Kocian | Adam M.  Kennedy,302,nan,nan,0,nan,B05D-0005/061,B05D-0005/061,B05D,B05D,156/064,156/064 | 427/162 | 427/058 | 156/278,5414010000000.0,0.0
12,US,US,P,4,Active and adaptive tire systems,"Next-generation intelligent tire systems, such as active and adaptive tire systems and methods, are disclosed. Various embodiments of the invention can sense actual tire, road and driving conditions and characteristics, and/or respond to externally controlled influences, and dynamically adapt thereto, thereby improving vehicle and passenger safety.","1. A wheel module for mounting in a tire, comprising: at least one sensor configured to sense at least one condition;a communication module comprising communication circuitry configured to send data related to the at least one condition sensed by the sensor; andan external influence module coupled to the at least one sensor and configured to provide a signal to alter at least one characteristic of a tire in which the wheel module is mounted in response to the at least one condition sensed by the sensor.",20,920,20120724,20120285230,20121115,08616049,20131231,Infineon Technologies AG,DE,1,UN000153,INFINEON TECHNOLOGIES AG,Jakob  Jongsma | Horst  Theuss,302,nan,nan,0,nan,nan,nan,G01M,G01M|B60C,073/146,073/146 | 152/152.1,4913050000000.0,0.0
13,US,US,P,1,Method and Distance Control Device for Preventing Collisions of a Motor Vehicle in a Driving Situation With Little Lateral Distance,"The present invention relates to a method and device for reducing instances of vehicle collisions. Based on parameter data of a first vehicle and road conditions, and parameter data regarding a second vehicle, the first vehicle can undergo warnings or positional adjustments to reduce the likelihood of a collision with the second vehicle or other collision body. The vehicle adjustment can be in the form of braking or steering adjustments. The warning can be in the form of a visual, audio, or haptic signal.","1. A method for avoiding collisions of a vehicle in a driving situation with little lateral distance from a collision body, wherein data from short-range sensors and/or data of a vehicle communication module is used, wherein a warning signal is output and/or intervention into the vehicle braking system and/or the vehicle steering system is carried out if a speed-dependent minimum distance of the vehicle from a collision body is undershot or the pre-calculated driving trajectory of one or more vehicles suggests an imminent collision, characterizedin that the intervention into the vehicle braking system is carried out in such a way that the driving direction of the vehicle changes in a controlled fashion.",23,970,20110826,20130338877,20131219,0,0,"Continental Teves AG & Co., OHG",DE,1,UN000563,CONTINENTAL TEVES AG &AMP; CO ,Matthias  Strausß,71,DE,2010-11-24,0,nan,B60W-0030/09,B60W-0030/09,B60W,B60W,701/041,701/041,5413050000000.0,0.0
14,US,US,P,4,Vehicular vision system,"A vehicular vision system includes a control and an imager having a lens and a CMOS photosensor array. The imager is disposed at an interior portion of a vehicle and views exterior of the vehicle through a windshield of the vehicle and forward of the vehicle. The control includes an image processor for processing image data captured by the photosensor array. The image processor processes captured image data to detect an object viewed by said imager. The photosensor array may be operable at a plurality of exposure periods that include a first exposure period and a second exposure period, with the time period of exposure of the first exposure period being longer than the time period of exposure of the second exposure period. The imager may be disposed in a module attached at the windshield of the vehicle.","1. A vehicular vision system, said vehicular vision system comprising: an imager comprising a lens and a CMOS photosensor array;wherein said photosensor array comprises a plurality of photosensor elements;wherein said imager is disposed at an interior portion of a vehicle equipped with said vehicular vision system and wherein said imager views exterior of the equipped vehicle through a windshield of the equipped vehicle and forward of the equipped vehicle;wherein at least said imager is disposed in a module attached at the windshield of the equipped vehicle;a control comprising an image processor, said image processor processing image data captured by said photosensor array;wherein said image processor processes captured image data to detect an object viewed by said imager;wherein said photosensor array is operable at a plurality of exposure periods; andwherein said plurality of exposure periods comprises a first exposure period and a second exposure period, and wherein the time period of exposure of said first exposure period is longer than the time period of exposure of said second exposure period.",109,936,20121119,20130076241,20130328,08599001,20131203,Magna Electronics Inc.,US,1,EN070251,MAGNA ELECTRONICS INC,Kenneth  Schofield | Mark L.  Larson,302,nan,nan,0,nan,nan,nan,B60Q,B60Q,340/425.5,340/425.5 | 340/438 | 340/937 | 348/148 | 348/151,4913050000000.0,0.0
15,US,US,P,1,INFRARED-CUT FILTER WITH SAPPHIRE SUBSTRATE AND LENS MODULE INCLUDING THE INFRARED-CUT FILTER,"An IR-cut filter includes a substrate and an infrared filtering film. The substrate is made of sapphire, and includes a first surface and a second surface opposite to the first surface. The infrared filtering film covers the first surface of the substrate and increases the reflectivity in relation to infrared light, thus filtering out the infrared light. The infrared filtering film includes a number of first high refraction index layers and a number of first low refraction index layers alternately stacked on the first surface of the substrate.","1. An IR-cut filter, comprising: a substrate made of sapphire, and comprising a first surface and a second surface opposite to the first surface; andan infrared filtering film covering on the first surface of the substrate and configured for increasing reflectivity of infrared lights and filtering the infrared lights, the infrared filtering film comprising a number of first high refraction index layers and a number of first low refraction index layers alternately stacked on the first surface of the substrate; wherein the infrared filtering film is represented by (xHyL)η, where η is a positive integer, 30?η?80, 1<x<2, 1<y<2, H represents a quarter of optical thickness of a central wavelength of the first high refraction index layers, L represents a quarter of optical thickness of the central wavelength of the first low refraction index layers, xH represents x times a quarter of optical thickness of the central wavelength of the first high refraction index layers, yL represents y times a quarter of optical thickness of the central wavelength of the first low refraction index layers, and η represents a number of cycles of the first low refraction index layers and the first high refraction index layers.",11,942,20121219,20130314772,20131128,0,0,Ga-Lane CHEN | Chung-Pei WANG | Chao-Tsang WEI,US | TW | TW,3,nan,nan,Ga-Lane  CHEN | Chung-Pei  WANG | Chao-Tsang  WEI,276,TW,2012-05-28,0,nan,G02B-0013/143,G02B-0013/143 | G02B-0005/208,G02B,G02B|G02B,359/355,359/355 | 359/350,5413050000000.0,0.0
16,US,US,P,4,"Method, system, and optical communication assembly for obtaining traffic information","The present invention relates to method for obtaining traffic information by the use means of optical signals between a vehicle and an optical communication node, wherein the node forms part of a road network. According to the present invention there is provided a method comprising a first method for detecting a vehicle using a first light detector and first light source associated with the node, wherein the first detection method comprises the steps of: a light signal being transmitted by the first light source; this light signal being detected by the first light detector; characterized by causing the light signal transmitted by the first light source to be reflected on the underside of the vehicle, measuring this reflected light with the first light detector and determining a presence status subject to this measurement. The present invention also provides an optical communication assembly and system for implementing the method.","1. A method for obtaining traffic information by means of optical signals between a vehicle and an optical communication node, the node forming part of a road network, comprising a first method for detecting a vehicle using a first light detector and first light source associated with the node, wherein the first detection method comprises the steps of: transmitting a light signal with the first light source; anddetecting the light signal with the first light detector;characterized by causing the light signal transmitted by the first light source to be reflected on the underside of the vehicle, measuring the reflected light with the first light detector and determining a presence status subject to the measurement.",23,835,20090219,20110032121,20110210,08587457,20131119,Markus Henricus Beuvink,NL,1,nan,nan,Markus Henricus  Beuvink,81,NL,2008-02-20,200910495,2009-08-27,nan,nan,G08G,G08G,340/942,340/942 | 340/933 | 340/556,4913050000000.0,0.0
17,US,US,P,4,Monitoring and automatic equipment control systems,The present invention relates to monitoring and automatic control systems.,"1. An automotive equipment control system comprising: at least one imager comprising: at least one image sensor configured to acquire an image;a first processor configured to analyze said image, such that a second processor can make a control decision in order to automatically perform a vehicle equipment related function based on information communicated from said first processor configured to analyze said image; andan interconnection configured to transmit data between said imager and said first processor for analyzing said image;wherein said interconnection is configured to operate up to at least one megabaud without emitting unacceptable electromagnetic interference.",20,940,20121203,20130135475,20130530,08583331,20131112,Gentex Corporation,US,1,UN001412,GENTEX CORP,Joseph S.  Stam | Mark W.  Pierce | Jon H.  Bechtel | William R.  Spence | Robert R.  Turnbull | El-Sayed  Eid,302,nan,nan,0,nan,nan,nan,B60Q,B60Q|G06F,701/049,701/049 | 701/036,4913050000000.0,0.0
18,US,US,P,1,SEQUENCED GUIDING SYSTEMS FOR VEHICLES AND PEDESTRIANS,"Devices, systems and methods wherein sequential signals are emitted from a plurality of signaling modules positioned in an array which demarcates a route or boundaries to be followed by a pedestrian or vehicle.","1. A system for marking a route, path or boundary, said system comprising: a plurality of signaling modules, each module comprising a signaling device, a radiofrequency apparatus and a control circuitry;the modules being positionable in an array which marks a route, path or boundary;whereby the modules positioned in the array will undergo radiofrequency communication with one another and the control circuitry will cause the signaling devices of the modules to emit signals in sequence from a first-positioned module of the array to a last-positioned module of the array; andwherein the modules are programmed to self detect their sequential order in the array and to self-adapt to changes in the positional order of the modules, elimination of one or more modules within the array and insertion of one or more additional modules within the array, thereby maintaining the emitting of signals in sequence from a first-positioned module of the array to a last-positioned module of the array.",25,954,20130222,20130293396,20131107,0,0,James R. Selevan,US,1,nan,nan,James R.  Selevan,302,nan,nan,0,nan,G08G-0009/00,G08G-0009/00,G08G,G08G,340/907,340/907,5413050000000.0,0.0
19,US,US,P,1,AUTOMOTIVE VEHICLE SKID RECOVERY SYSTEM,"Disclosed is a vehicle skid recovery system, which is able to accelerate skid recovery, when an automotive vehicle begins to skid as a result of ice accumulation on the road surface. The embodiments control operation of ice removers (e.g., blades or heaters), which are mounted within the wheel wells forward of the wheel, based on information received from the vehicle's outside temperature sensor and anti-lock braking system (ABS). When the temperature sensor indicates that the outside temperature is below a predetermined temperature (e.g., below freezing) and when the anti-lock braking system is activated as a result of detected skid, a controller activates the ice remover in one or more of the wheel wells and, thereby cause the ice remover to remove ice from the road surface forward of the corresponding wheel. Clearing the ice allows the vehicle's tires to gain traction on the road surface and, thereby stops the skid.","1. A vehicle skid recovery system comprising: a temperature sensor sensing a temperature outside said vehicle;an anti-lock braking system operably connected to brakes on said vehicle;an ice remover mounted within a wheel well of said vehicle forward of a wheel; anda controller in communication with said temperature sensor and said anti-lock braking system, said controller being operably connected to said ice remover and causing said ice remover to remove ice from a surface forward of said wheel, when said anti-lock braking system is activated and said temperature is below a threshold temperature.",25,910,20120425,20130283647,20131031,0,0,International Business Machines Corporation,US,1,UN000019,IBM,Gabriel P.  Borges | Scott R.  Crowther | Abraham G.  Guerra | Grant D.  Miller | Nader M.  Nassar | Tamer M.  Nassar,302,nan,nan,0,nan,nan,nan,E01H,E01H|B60T|E01H,037/227,037/227 | 037/241 | 037/234,5413040000000.0,0.0
20,US,US,P,1,ROAD FINISHER WITH AUTOMATIC ENGINE CONTROLLER,"The invention relates to a self-propelling machine for processing bituminous or concrete pavement material, in particular a road finisher or a feeder. The machine comprises an internal combustion engine as a primary drive source, a controller for the engine, said controller receiving control signals, at least one additional drive unit for functional and operational components of the machine as well as at least one hydraulic circuit comprising a hydraulic medium reservoir. The invention is characterized in that the controller is configured for automatically causing starting and/or stopping of the engine in response to receipt of at least one specific control signal.","1. A self-propelling machine for processing bituminous or concrete pavement material, comprising an internal combustion engine as a primary drive source for propelling the machine,a controller for the engine, said controller receiving control signals,at least one pump drive unit, hydraulic-motor drive unit or hydrostatic drive unit for functional and operational components of the machine, andat least one hydraulic circuit comprising a hydraulic medium reservoir,wherein the self-propelling machine comprises a localization and/or navigation system, which localization and/or navigation system is configured for generating a control signal for the controller,wherein the controller is configured for automatically causing starting and/or stopping of the engine in response to receipt of at least one specific control signal.",11,964,20130617,20130287495,20131031,0,0,Joseph Vogele AG,DE,1,EN005035,VOEGELE AG J,Ralf  Weiser | Tobias  Noll | Martin  Buschmann | Achim  Eul,248,EP,2009-06-26,0,nan,E01C-0019/48,E01C-0019/48,E01C,E01C,404/084.05,404/084.05,5413040000000.0,0.0
21,US,US,P,1,LAYOUT EQUIPMENT AND LAYOUT METHOD,"Layout equipment for locating a plurality of positions at a construction site, and a method of using the layout equipment, contemplate a laser target rod having an elongated rod body and including retroreflective material on the rod body. The retroreflective material extends substantially the entire length of the rod body, and has scale markings visible thereon. A self-leveling laser transmitter at a known position projects a beam of laser light horizontally, and receives laser light reflected from the laser target rod. A remote control device signals the user of the layout equipment when the rod has been placed at a selected one of the plurality of positions. The layout equipment may also be used to determine relative locations in a previously built structure.","1. Layout equipment for locating a plurality of positions at a construction site, comprising: a laser target rod having an elongated rod body including retroreflective material on said rod body, said retroreflective material extending substantially the entire length of said rod body, and scale markings visible on said laser target rod,a self-leveling laser transmitter for projecting a beam of laser light, and for receiving laser light reflected from said laser target rod, said laser transmitter including a wireless communication unit, and a transmitter control, responsive to said wireless communication unit, anda remote control device, including a wireless communication unit, for wirelessly communicating with said laser transmitter to cause said laser transmitter to project said beam of laser light toward a selected one of said plurality of positions at said construction site, and for signaling the user of said layout equipment when said rod has been placed at said selected one of said plurality of positions.",28,909,20120420,20130276315,20131024,0,0,TRIMBLE NAVIGATION LIMITED,US,1,EN003507,TRIMBLE NAVIGATION LTD,Kent  Kahle,302,nan,nan,0,nan,nan,nan,G01C,G01C|G01C,033/228,033/228 | 033/291 | 033/293,5413040000000.0,0.0
